Nro. Pedido;Clase Pedido;Fecha Pedido;Proveedor;Centro;Material;Comprador;Cantidad;Importe;Fecha Entrega;Fecha Entrega real;Cond. Pago;Estrategia;Fecha Devolucion;Motivo;Nro. SolPed
4500002617;COM3;26/12/2016;1006;CEN2;1000005;COMP05;2887;$ 96.052;31/12/2016;28/12/2016;CP03;AA03;;;10002617
4500002618;COM2;8/9/2017;1004;CEN1;1000003;COMP04;4023;$ 582.885;28/10/2017;29/10/2017;CP02;AA03;;;10002618
4500002619;COM3;29/5/2016;1006;CEN1;1000002;COMP03;4440;$ 144.258;14/6/2016;13/6/2016;CP03;AA03;;;10002619
4500002620;COM2;16/1/2017;1006;CEN2;1000003;COMP02;601;$ 23.817;18/1/2017;7/2/2017;CP03;AA01;;;10002620
4500002621;COM2;1/3/2016;1000;CEN2;1000005;COMP01;872;$ 779.746;3/3/2016;23/2/2016;CP03;AA01;;;10002621
4500002622;COM2;12/3/2016;1006;CEN2;1000005;COMP03;2982;$ 277.397;19/3/2016;20/3/2016;CP03;AA04;;;10002622
4500002623;COM2;7/5/2016;1009;CEN1;1000006;COMP02;3316;$ 97.027;;;CP03;AA01;;;10002623
4500002624;COM3;14/6/2016;1008;CEN2;1000004;COMP05;3438;$ 323.480;6/7/2016;28/7/2016;CP02;AA02;30/7/2016;CANT;10002624
4500002625;COM3;2/3/2016;1007;CEN2;1000002;COMP01;4422;$ 157.488;7/3/2016;4/3/2016;CP04;AA02;;;10002625
4500002626;COM3;11/4/2017;1008;CEN2;1000001;COMP03;4938;$ 44.813;24/4/2017;15/5/2017;CP02;AA04;;;10002626
4500002627;COM3;22/1/2017;1009;CEN2;1000004;COMP05;4005;$ 118.913;1/3/2017;22/2/2017;CP02;AA04;;;10002627
4500002628;COM1;20/5/2017;1008;CEN3;1000003;COMP05;513;$ 490.360;19/7/2017;20/7/2017;CP02;AA01;;;10002628
4500002629;COM1;22/1/2016;1004;CEN3;1000002;COMP02;2839;$ 965.365;3/2/2016;2/2/2016;CP03;AA02;;;10002629
4500002630;COM1;8/12/2017;1003;CEN2;1000003;COMP05;5365;$ 534.417;;;CP01;AA04;;;10002630
4500002631;COM2;17/2/2017;1003;CEN1;1000001;COMP03;1294;$ 65.830;17/3/2017;21/2/2017;CP01;AA01;;;10002631
4500002632;COM2;16/12/2017;1000;CEN1;1000003;COMP04;1546;$ 926.554;24/1/2018;25/1/2018;CP03;AA04;;;10002632
4500002633;COM3;7/9/2017;1005;CEN2;1000005;COMP01;3358;$ 417.571;10/9/2017;28/8/2017;CP02;AA02;;;10002633
4500002634;COM2;10/2/2016;1000;CEN3;1000001;COMP04;2186;$ 484.015;21/2/2016;13/3/2016;CP01;AA04;;;10002634
4500002635;COM3;17/4/2017;1006;CEN2;1000006;COMP05;2190;$ 432.616;30/4/2017;29/4/2017;CP02;AA03;;;10002635
4500002636;COM1;5/9/2016;1001;CEN2;1000006;COMP04;5363;$ 570.057;21/9/2016;4/10/2016;CP01;AA04;;;10002636
4500002637;COM3;28/1/2017;1002;CEN2;1000002;COMP03;5500;$ 73.180;;;CP01;AA02;;;10002637
4500002638;COM3;15/8/2016;1009;CEN2;1000006;COMP03;2155;$ 196.251;15/9/2016;22/9/2016;CP04;AA03;;;10002638
4500002639;COM3;29/5/2016;1007;CEN1;1000002;COMP03;831;$ 995.742;2/6/2016;1/6/2016;CP01;AA03;;;10002639
4500002640;COM2;23/10/2017;1009;CEN1;1000001;COMP02;3731;$ 373.542;8/11/2017;18/11/2017;CP04;AA03;;;10002640
4500002641;COM1;28/8/2017;1004;CEN1;1000006;COMP02;4968;$ 778.712;8/10/2017;7/10/2017;CP01;AA04;;;10002641
4500002642;COM2;12/7/2017;1007;CEN2;1000001;COMP01;4180;$ 192.693;16/7/2017;21/7/2017;CP01;AA04;;;10002642
4500002643;COM1;18/2/2017;1003;CEN3;1000001;COMP02;2502;$ 809.943;22/4/2017;21/4/2017;CP01;AA02;;;10002643
4500002644;COM2;3/10/2016;1001;CEN2;1000003;COMP03;3567;$ 400.885;;;CP01;AA01;;;10002644
4500002645;COM1;2/2/2016;1008;CEN2;1000002;COMP04;736;$ 493.351;12/3/2016;20/2/2016;CP02;AA01;;;10002645
4500002646;COM3;20/7/2017;1002;CEN2;1000004;COMP02;3717;$ 497.235;26/8/2017;1/9/2017;CP04;AA02;;;10002646
4500002647;COM2;25/10/2016;1007;CEN1;1000002;COMP01;692;$ 222.581;4/12/2016;19/11/2016;CP04;AA03;;;10002647
4500002648;COM1;20/10/2016;1002;CEN2;1000003;COMP02;5319;$ 967.628;2/1/2017;10/1/2017;CP01;AA04;;;10002648
4500002649;COM3;25/11/2016;1002;CEN2;1000001;COMP03;2108;$ 677.516;14/1/2017;4/1/2017;CP01;AA04;;;10002649
4500002650;COM3;28/9/2017;1007;CEN3;1000005;COMP02;4561;$ 641.035;21/10/2017;22/10/2017;CP02;AA04;27/10/2017;CANT;10002650
4500002651;COM2;28/12/2017;1004;CEN1;1000002;COMP03;4375;$ 562.636;;;CP03;AA02;;;10002651
4500002652;COM1;13/1/2017;1006;CEN1;1000004;COMP01;1736;$ 856.172;28/2/2017;14/3/2017;CP04;AA02;;;10002652
4500002653;COM1;19/9/2016;1007;CEN3;1000003;COMP02;3707;$ 286.564;23/9/2016;8/9/2016;CP03;AA02;;;10002653
4500002654;COM2;28/7/2017;1003;CEN1;1000005;COMP05;5347;$ 289.023;30/7/2017;2/8/2017;CP03;AA02;;;10002654
4500002655;COM3;18/1/2016;1010;CEN1;1000002;COMP05;3691;$ 344.267;21/1/2016;12/1/2016;CP04;AA03;;;10002655
4500002656;COM3;18/9/2017;1003;CEN2;1000003;COMP01;5172;$ 267.171;1/12/2017;5/12/2017;CP03;AA03;;;10002656
4500002657;COM3;17/3/2017;1006;CEN2;1000001;COMP04;4983;$ 453.974;12/4/2017;31/3/2017;CP04;AA04;;;10002657
4500002658;COM3;26/9/2016;1003;CEN1;1000002;COMP04;1343;$ 424.816;;;CP02;AA03;;;10002658
4500002659;COM3;3/7/2016;1002;CEN1;1000005;COMP02;757;$ 553.964;17/7/2016;14/7/2016;CP03;AA02;;;10002659
4500002660;COM2;16/8/2017;1006;CEN3;1000006;COMP05;5437;$ 363.204;14/9/2017;25/9/2017;CP02;AA04;;;10002660
4500002661;COM1;3/10/2017;1004;CEN3;1000003;COMP03;51;$ 870.539;6/10/2017;5/10/2017;CP01;AA02;;;10002661
4500002662;COM2;18/1/2016;1007;CEN3;1000005;COMP04;643;$ 926.498;6/2/2016;22/2/2016;CP03;AA04;;;10002662
4500002663;COM1;30/10/2017;1002;CEN2;1000003;COMP04;1634;$ 942.978;20/1/2018;25/12/2017;CP04;AA02;28/12/2017;ENVA;10002663
4500002664;COM1;13/12/2017;1008;CEN2;1000006;COMP05;5448;$ 900.570;6/1/2018;22/1/2018;CP02;AA03;;;10002664
4500002665;COM3;5/8/2016;1005;CEN2;1000005;COMP01;3314;$ 953.020;;;CP01;AA01;;;10002665
4500002666;COM3;17/10/2017;1009;CEN1;1000005;COMP04;4000;$ 348.813;15/11/2017;28/11/2017;CP02;AA02;;;10002666
4500002667;COM1;11/2/2017;1004;CEN2;1000006;COMP01;3671;$ 598.473;3/3/2017;4/2/2017;CP04;AA01;;;10002667
4500002668;COM1;11/8/2016;1009;CEN2;1000001;COMP01;1939;$ 741.725;1/9/2016;23/9/2016;CP02;AA01;;;10002668
4500002669;COM3;29/9/2017;1005;CEN3;1000002;COMP05;2961;$ 734.746;8/12/2017;1/12/2017;CP02;AA03;;;10002669
4500002670;COM3;12/4/2017;1001;CEN2;1000004;COMP04;2866;$ 467.377;2/5/2017;14/5/2017;CP03;AA01;;;10002670
4500002671;COM3;14/4/2017;1006;CEN3;1000005;COMP01;4300;$ 330.635;29/4/2017;28/4/2017;CP01;AA01;;;10002671
4500002672;COM1;29/4/2016;1000;CEN2;1000003;COMP04;1264;$ 654.254;;;CP04;AA01;;;10002672
4500002673;COM2;5/6/2017;1005;CEN2;1000001;COMP05;1475;$ 348.014;16/7/2017;27/6/2017;CP01;AA04;;;10002673
4500002674;COM2;27/7/2016;1001;CEN1;1000004;COMP05;5373;$ 419.434;8/9/2016;10/9/2016;CP04;AA03;;;10002674
4500002675;COM2;7/12/2017;1005;CEN1;1000005;COMP02;1983;$ 294.730;12/12/2017;11/12/2017;CP03;AA02;;;10002675
4500002676;COM1;27/7/2017;1009;CEN2;1000001;COMP03;1564;$ 995.385;19/8/2017;29/8/2017;CP04;AA04;30/8/2017;ESTA;10002676
4500002677;COM3;7/5/2017;1009;CEN1;1000002;COMP01;3239;$ 198.052;25/5/2017;23/5/2017;CP02;AA02;;;10002677
4500002678;COM3;21/3/2017;1005;CEN3;1000003;COMP02;5646;$ 744.053;8/4/2017;23/4/2017;CP02;AA03;;;10002678
4500002679;COM2;16/10/2016;1005;CEN1;1000003;COMP05;2552;$ 666.176;;;CP01;AA01;;;10002679
4500002680;COM3;26/6/2016;1008;CEN1;1000002;COMP02;1927;$ 961.914;2/7/2016;6/7/2016;CP01;AA03;;;10002680
4500002681;COM1;23/12/2017;1000;CEN2;1000003;COMP02;3571;$ 204.381;26/12/2017;15/12/2017;CP04;AA04;;;10002681
4500002682;COM1;10/3/2016;1010;CEN3;1000004;COMP03;3390;$ 100.791;12/4/2016;24/4/2016;CP01;AA03;;;10002682
4500002683;COM2;7/12/2016;1000;CEN3;1000001;COMP05;2246;$ 421.192;8/12/2016;3/12/2016;CP03;AA04;;;10002683
4500002684;COM3;14/7/2017;1008;CEN3;1000002;COMP02;2730;$ 407.526;5/9/2017;9/9/2017;CP03;AA02;;;10002684
4500002685;COM2;21/1/2016;1004;CEN3;1000001;COMP04;5045;$ 121.153;4/3/2016;24/2/2016;CP04;AA02;;;10002685
4500002686;COM3;3/2/2016;1004;CEN1;1000003;COMP02;331;$ 528.572;;;CP01;AA02;;;10002686
4500002687;COM3;3/11/2017;1004;CEN2;1000003;COMP03;4794;$ 125.692;15/11/2017;5/11/2017;CP03;AA04;;;10002687
4500002688;COM2;15/2/2017;1009;CEN2;1000005;COMP02;5084;$ 856.556;9/3/2017;14/3/2017;CP02;AA02;;;10002688
4500002689;COM3;11/11/2017;1003;CEN3;1000004;COMP03;5119;$ 190.766;8/12/2017;4/12/2017;CP02;AA02;6/12/2017;PLAZ;10002689
4500002690;COM3;30/3/2016;1001;CEN3;1000006;COMP05;1691;$ 326.189;31/3/2016;3/4/2016;CP04;AA04;;;10002690
4500002691;COM2;7/9/2017;1010;CEN1;1000001;COMP04;959;$ 930.234;13/9/2017;10/9/2017;CP01;AA01;;;10002691
4500002692;COM1;29/8/2016;1003;CEN3;1000003;COMP02;2108;$ 588.091;24/9/2016;6/10/2016;CP01;AA02;;;10002692
4500002693;COM2;24/6/2016;1007;CEN1;1000003;COMP02;1601;$ 112.764;;;CP01;;;;10002693
4500002694;COM1;20/4/2017;1004;CEN2;1000001;COMP02;4769;$ 37.345;26/4/2017;1/5/2017;CP02;AA03;;;10002694
4500002695;COM1;10/3/2016;1002;CEN1;1000002;COMP01;5589;$ 366.689;19/4/2016;5/4/2016;CP01;AA01;;;10002695
4500002696;COM2;30/4/2016;1007;CEN3;1000001;COMP02;3131;$ 134.089;12/5/2016;22/5/2016;CP02;AA02;;;10002696
4500002697;COM2;7/5/2017;1006;CEN3;1000003;COMP04;510;$ 602.768;14/7/2017;13/7/2017;CP03;AA02;;;10002697
4500002698;COM3;6/4/2016;1005;CEN2;1000003;COMP01;4001;$ 466.644;15/5/2016;20/5/2016;CP03;AA03;;;10002698
4500002699;COM1;19/7/2017;1005;CEN2;1000001;COMP01;1695;$ 699.191;23/8/2017;13/8/2017;CP02;AA02;;;10002699
4500002700;COM3;28/4/2017;1007;CEN3;1000004;COMP03;1119;$ 451.184;;;CP01;AA01;;;10002700
4500002701;COM1;15/9/2017;1000;CEN3;1000005;COMP05;400;$ 831.482;3/10/2017;27/9/2017;CP01;AA03;;;10002701
4500002702;COM1;4/10/2016;1010;CEN1;1000002;COMP01;5018;$ 584.103;29/10/2016;14/11/2016;CP04;AA02;15/11/2016;ESTA;10002702
4500002703;COM1;19/7/2016;1009;CEN2;1000002;COMP03;1869;$ 121.918;4/8/2016;22/7/2016;CP04;AA01;;;10002703
4500002704;COM3;25/4/2016;1009;CEN2;1000006;COMP04;147;$ 653.034;12/5/2016;25/5/2016;CP02;AA02;;;10002704
4500002705;COM2;12/5/2017;1001;CEN1;1000002;COMP02;5533;$ 278.202;7/6/2017;3/6/2017;CP03;AA03;;;10002705
4500002706;COM1;18/4/2017;1009;CEN1;1000003;COMP02;4418;$ 782.670;26/4/2017;1/5/2017;CP03;AA03;;;10002706
4500002707;COM2;4/11/2017;1009;CEN3;1000003;COMP03;3496;$ 298.389;;;CP02;AA04;;;10002707
4500002708;COM1;13/2/2016;1007;CEN1;1000005;COMP02;3554;$ 452.976;2/5/2016;8/5/2016;CP04;AA03;;;10002708
4500002709;COM1;9/1/2016;1004;CEN1;1000004;COMP01;4523;$ 488.417;11/1/2016;5/1/2016;CP01;AA04;;;10002709
4500002710;COM1;30/8/2016;1007;CEN1;1000004;COMP05;1971;$ 891.049;23/9/2016;24/9/2016;CP04;AA02;;;10002710
4500002711;COM2;31/12/2017;1005;CEN2;1000003;COMP05;1112;$ 651.485;1/1/2018;30/12/2017;CP03;AA01;;;10002711
4500002712;COM3;17/2/2016;1009;CEN2;1000003;COMP02;633;$ 243.832;2/3/2016;16/3/2016;CP04;AA04;;;10002712
4500002713;COM2;18/5/2017;1009;CEN3;1000005;COMP04;2749;$ 139.715;3/6/2017;17/5/2017;CP02;AA01;;;10002713
4500002714;COM2;4/2/2016;1001;CEN2;1000001;COMP05;5141;$ 462.710;;;CP03;AA02;;;10002714
4500002715;COM1;2/11/2017;1007;CEN2;1000002;COMP02;1231;$ 72.294;22/12/2017;4/12/2017;CP01;AA01;6/12/2017;CALI;10002715
4500002716;COM3;23/11/2017;1002;CEN3;1000003;COMP01;3908;$ 91.324;8/12/2017;14/12/2017;CP02;AA02;;;10002716
4500002717;COM2;11/7/2016;1010;CEN3;1000004;COMP02;260;$ 862.399;17/8/2016;28/7/2016;CP04;AA02;;;10002717
4500002718;COM1;12/1/2016;1008;CEN2;1000001;COMP01;4829;$ 509.356;29/2/2016;8/3/2016;CP04;AA03;;;10002718
4500002719;COM1;14/12/2016;1010;CEN2;1000006;COMP01;2366;$ 237.060;11/2/2017;26/1/2017;CP04;AA02;;;10002719
4500002720;COM1;19/1/2017;1005;CEN3;1000004;COMP03;538;$ 747.454;30/1/2017;11/2/2017;CP01;AA01;;;10002720
4500002721;COM1;21/3/2017;1000;CEN2;1000003;COMP02;2359;$ 867.801;;;CP04;AA04;;;10002721
4500002722;COM3;28/9/2017;1009;CEN2;1000005;COMP01;4384;$ 68.018;21/10/2017;26/10/2017;CP01;AA03;;;10002722
4500002723;COM3;22/4/2017;1004;CEN2;1000005;COMP04;296;$ 66.010;5/5/2017;9/4/2017;CP01;AA04;;;10002723
4500002724;COM3;26/2/2016;1008;CEN1;1000002;COMP02;1933;$ 588.172;1/5/2016;5/5/2016;CP04;AA02;;;10002724
4500002725;COM3;7/10/2016;1005;CEN1;1000005;COMP02;3567;$ 959.213;28/11/2016;26/11/2016;CP04;AA02;;;10002725
4500002726;COM2;10/3/2016;1005;CEN2;1000003;COMP01;5110;$ 666.580;5/4/2016;8/4/2016;CP02;AA03;;;10002726
4500002727;COM3;2/2/2016;1001;CEN3;1000003;COMP03;2903;$ 501.245;9/2/2016;5/2/2016;CP03;AA04;;;10002727
4500002728;COM3;1/7/2017;1008;CEN1;1000002;COMP01;379;$ 241.857;;;CP02;AA01;;;10002728
4500002729;COM2;30/8/2016;1002;CEN1;1000005;COMP04;1882;$ 812.169;9/9/2016;6/9/2016;CP03;AA01;;;10002729
4500002730;COM1;22/3/2017;1009;CEN2;1000006;COMP01;1262;$ 982.010;10/5/2017;18/5/2017;CP01;AA02;;;10002730
4500002731;COM2;14/9/2017;1002;CEN1;1000002;COMP01;1472;$ 272.169;15/9/2017;13/9/2017;CP03;AA01;;;10002731
4500002732;COM2;7/3/2016;1005;CEN1;1000006;COMP01;3019;$ 162.480;12/4/2016;18/4/2016;CP02;AA03;;;10002732
4500002733;COM1;24/9/2017;1005;CEN1;1000003;COMP05;625;$ 719.883;29/12/2017;17/12/2017;CP04;;;;10002733
4500002734;COM1;11/11/2017;1004;CEN2;1000004;COMP02;1841;$ 495.780;19/11/2017;30/11/2017;CP03;AA01;;;10002734
4500002735;COM1;6/11/2016;1001;CEN3;1000005;COMP05;5507;$ 629.113;;;CP01;AA04;;;10002735
4500002736;COM2;23/7/2017;1006;CEN2;1000001;COMP03;2675;$ 485.494;1/9/2017;3/9/2017;CP04;AA03;;;10002736
4500002737;COM3;14/11/2017;1004;CEN2;1000006;COMP04;1069;$ 230.198;7/12/2017;6/12/2017;CP01;AA01;;;10002737
4500002738;COM3;14/6/2017;1004;CEN1;1000005;COMP05;603;$ 961.469;17/6/2017;28/6/2017;CP04;AA04;;;10002738
4500002739;COM2;10/2/2017;1009;CEN1;1000001;COMP02;3017;$ 419.287;13/2/2017;26/1/2017;CP03;AA02;;;10002739
4500002740;COM1;27/4/2017;1008;CEN2;1000002;COMP01;4163;$ 489.676;1/5/2017;30/5/2017;CP04;AA01;;;10002740
4500002741;COM1;10/6/2016;1010;CEN2;1000006;COMP01;4358;$ 91.964;15/6/2016;8/6/2016;CP01;AA02;11/6/2016;CALI;10002741
4500002742;COM1;26/12/2017;1008;CEN1;1000001;COMP05;1722;$ 400.942;;;CP02;AA01;;;10002742
4500002743;COM2;24/12/2017;1010;CEN3;1000005;COMP05;5536;$ 159.694;11/1/2018;8/1/2018;CP02;;;;10002743
4500002744;COM3;6/10/2017;1004;CEN2;1000006;COMP04;1304;$ 110.963;23/10/2017;4/11/2017;CP02;AA04;;;10002744
4500002745;COM3;24/6/2016;1010;CEN2;1000003;COMP01;2153;$ 224.961;8/7/2016;22/6/2016;CP03;;;;10002745
4500002746;COM2;2/7/2016;1010;CEN1;1000006;COMP04;1998;$ 563.539;6/7/2016;9/7/2016;CP03;AA04;;;10002746
4500002747;COM1;23/10/2017;1005;CEN1;1000004;COMP01;1665;$ 583.904;6/11/2017;5/11/2017;CP04;AA03;;;10002747
4500002748;COM2;3/4/2016;1009;CEN1;1000002;COMP02;4646;$ 304.969;5/4/2016;7/4/2016;CP02;AA01;;;10002748
4500002749;COM2;28/11/2017;1006;CEN1;1000006;COMP05;3532;$ 690.559;;;CP01;AA03;;;10002749
4500002750;COM3;18/9/2016;1004;CEN1;1000002;COMP01;2084;$ 560.361;18/10/2016;19/10/2016;CP03;AA04;;;10002750
4500002751;COM2;21/8/2016;1001;CEN2;1000005;COMP01;3629;$ 18.588;23/8/2016;15/8/2016;CP02;AA04;;;10002751
4500002752;COM1;9/1/2017;1002;CEN3;1000005;COMP01;3519;$ 278.867;14/3/2017;25/3/2017;CP04;AA02;;;10002752
4500002753;COM1;7/3/2016;1000;CEN2;1000006;COMP02;1864;$ 656.380;16/4/2016;5/4/2016;CP01;AA02;;;10002753
4500002754;COM2;9/8/2017;1001;CEN1;1000001;COMP04;3501;$ 554.726;15/10/2017;16/10/2017;CP04;AA02;17/10/2017;PLAZ;10002754
4500002755;COM3;18/4/2016;1000;CEN2;1000001;COMP01;860;$ 656.379;20/5/2016;14/5/2016;CP01;AA01;;;10002755
4500002756;COM3;12/4/2017;1000;CEN2;1000006;COMP04;4893;$ 144.681;;;CP03;AA04;;;10002756
4500002757;COM2;1/8/2016;1006;CEN2;1000001;COMP03;3526;$ 621.539;1/9/2016;16/8/2016;CP02;AA04;;;10002757
4500002758;COM1;10/1/2017;1006;CEN3;1000006;COMP03;5175;$ 747.371;2/2/2017;23/2/2017;CP03;AA01;;;10002758
4500002759;COM2;16/3/2017;1004;CEN3;1000006;COMP01;5664;$ 779.063;2/4/2017;1/4/2017;CP02;AA01;;;10002759
4500002760;COM1;20/3/2017;1002;CEN2;1000004;COMP01;2227;$ 948.129;2/4/2017;10/4/2017;CP04;AA02;;;10002760
4500002761;COM1;14/12/2016;1002;CEN2;1000003;COMP02;2257;$ 408.491;23/1/2017;11/1/2017;CP04;AA02;;;10002761
4500002762;COM1;25/6/2016;1003;CEN1;1000002;COMP03;1935;$ 825.151;10/8/2016;23/8/2016;CP01;AA02;;;10002762
4500002763;COM2;28/9/2016;1000;CEN1;1000006;COMP02;1131;$ 983.287;;;CP01;AA03;;;10002763
4500002764;COM2;6/8/2016;1010;CEN2;1000002;COMP05;1861;$ 518.327;31/8/2016;1/9/2016;CP03;AA03;;;10002764
4500002765;COM2;21/6/2017;1007;CEN2;1000006;COMP05;2140;$ 665.853;24/8/2017;31/7/2017;CP03;AA01;;;10002765
4500002766;COM1;15/9/2016;1006;CEN2;1000006;COMP03;833;$ 92.349;1/10/2016;12/10/2016;CP04;AA01;;;10002766
4500002767;COM2;27/12/2017;1002;CEN1;1000002;COMP01;2602;$ 908.334;18/1/2018;10/1/2018;CP01;AA02;14/1/2018;ESTA;10002767
4500002768;COM1;15/3/2017;1003;CEN2;1000001;COMP03;5406;$ 806.938;13/4/2017;3/5/2017;CP03;AA03;;;10002768
4500002769;COM1;7/6/2017;1004;CEN3;1000006;COMP03;5386;$ 177.375;13/8/2017;30/7/2017;CP02;AA01;;;10002769
4500002770;COM1;3/1/2017;1000;CEN3;1000005;COMP05;5004;$ 55.343;;;CP02;AA04;;;10002770
4500002771;COM1;8/12/2016;1001;CEN1;1000003;COMP05;3115;$ 995.091;7/1/2017;14/12/2016;CP02;AA02;;;10002771
4500002772;COM2;1/12/2016;1006;CEN2;1000006;COMP04;4363;$ 839.440;3/1/2017;11/1/2017;CP04;AA02;;;10002772
4500002773;COM1;21/1/2016;1007;CEN3;1000004;COMP03;373;$ 912.763;24/1/2016;6/1/2016;CP03;AA01;;;10002773
4500002774;COM3;29/6/2017;1002;CEN2;1000002;COMP01;205;$ 308.278;7/7/2017;8/7/2017;CP01;AA01;;;10002774
4500002775;COM2;6/5/2016;1002;CEN2;1000006;COMP01;1551;$ 767.635;14/6/2016;26/5/2016;CP03;AA03;;;10002775
4500002776;COM3;30/4/2017;1005;CEN1;1000004;COMP03;350;$ 738.997;11/7/2017;14/7/2017;CP03;AA04;;;10002776
4500002777;COM1;19/5/2017;1010;CEN2;1000004;COMP01;3131;$ 668.755;;;CP03;AA02;;;10002777
4500002778;COM2;17/12/2016;1007;CEN3;1000001;COMP02;4081;$ 127.381;1/1/2017;2/1/2017;CP01;AA03;;;10002778
4500002779;COM3;20/1/2016;1001;CEN2;1000002;COMP03;1811;$ 290.599;23/3/2016;20/3/2016;CP03;AA02;;;10002779
4500002780;COM3;24/2/2017;1001;CEN2;1000005;COMP03;769;$ 498.456;19/3/2017;6/4/2017;CP03;;9/4/2017;PLAZ;10002780
4500002781;COM1;5/1/2016;1007;CEN3;1000003;COMP03;3794;$ 920.201;21/1/2016;9/1/2016;CP01;AA02;;;10002781
4500002782;COM3;20/6/2016;1000;CEN3;1000003;COMP05;1082;$ 163.026;9/7/2016;20/7/2016;CP02;AA04;;;10002782
4500002783;COM1;1/1/2017;1010;CEN2;1000005;COMP04;495;$ 279.543;5/3/2017;25/2/2017;CP03;AA01;;;10002783
4500002784;COM3;29/6/2016;1006;CEN3;1000002;COMP05;3321;$ 845.964;;;CP04;AA02;;;10002784
4500002785;COM2;11/5/2016;1006;CEN1;1000002;COMP04;4119;$ 773.620;23/7/2016;21/7/2016;CP01;AA02;;;10002785
4500002786;COM2;17/4/2016;1000;CEN3;1000001;COMP04;5305;$ 180.668;17/5/2016;22/5/2016;CP04;AA01;;;10002786
4500002787;COM2;18/8/2016;1008;CEN2;1000002;COMP05;4708;$ 457.140;22/8/2016;31/7/2016;CP01;AA03;;;10002787
4500002788;COM1;26/3/2016;1008;CEN3;1000004;COMP05;4527;$ 976.001;9/4/2016;10/4/2016;CP01;AA02;;;10002788
4500002789;COM3;14/9/2017;1010;CEN1;1000005;COMP04;5472;$ 259.231;1/10/2017;22/9/2017;CP03;AA04;;;10002789
4500002790;COM3;21/6/2016;1001;CEN1;1000004;COMP02;2020;$ 889.330;24/7/2016;27/7/2016;CP04;AA01;;;10002790
4500002791;COM2;21/1/2016;1001;CEN2;1000006;COMP03;444;$ 109.808;;;CP02;AA02;;;10002791
4500002792;COM2;19/7/2016;1002;CEN1;1000006;COMP05;3687;$ 222.476;2/8/2016;6/8/2016;CP04;AA01;;;10002792
4500002793;COM1;10/1/2016;1006;CEN1;1000004;COMP03;555;$ 662.137;20/1/2016;6/1/2016;CP01;AA04;9/1/2016;CANT;10002793
4500002794;COM1;24/4/2016;1010;CEN1;1000001;COMP05;600;$ 301.579;12/5/2016;13/5/2016;CP01;;;;10002794
4500002795;COM2;18/10/2016;1000;CEN2;1000004;COMP01;3675;$ 994.475;25/10/2016;12/10/2016;CP04;AA03;;;10002795
4500002796;COM2;27/10/2017;1005;CEN1;1000001;COMP04;3815;$ 624.416;7/12/2017;20/12/2017;CP04;AA04;;;10002796
4500002797;COM1;14/3/2016;1001;CEN3;1000005;COMP04;2136;$ 513.854;16/3/2016;15/3/2016;CP04;AA03;;;10002797
4500002798;COM1;10/12/2017;1007;CEN3;1000002;COMP01;2185;$ 341.561;;;CP04;AA03;;;10002798
4500002799;COM3;14/8/2017;1001;CEN2;1000001;COMP02;4677;$ 308.714;2/10/2017;25/9/2017;CP02;AA04;;;10002799
4500002800;COM3;16/3/2016;1001;CEN3;1000004;COMP05;2837;$ 329.084;6/5/2016;30/5/2016;CP04;AA04;;;10002800
4500002801;COM2;30/1/2016;1003;CEN2;1000001;COMP05;5530;$ 724.807;9/3/2016;25/2/2016;CP02;AA03;;;10002801
4500002802;COM3;19/3/2016;1006;CEN1;1000002;COMP05;4815;$ 46.887;4/5/2016;22/5/2016;CP02;AA02;;;10002802
4500002803;COM1;18/11/2017;1002;CEN1;1000005;COMP01;1349;$ 657.267;29/11/2017;17/11/2017;CP02;AA01;;;10002803
4500002804;COM3;1/8/2017;1009;CEN3;1000001;COMP03;5123;$ 610.762;1/10/2017;10/10/2017;CP04;AA04;;;10002804
4500002805;COM2;14/2/2016;1003;CEN2;1000003;COMP04;3400;$ 967.977;;;CP02;AA04;;;10002805
4500002806;COM3;17/3/2016;1001;CEN2;1000001;COMP04;1775;$ 107.841;5/6/2016;6/6/2016;CP02;AA02;7/6/2016;CALI;10002806
4500002807;COM1;26/10/2016;1009;CEN3;1000004;COMP04;2155;$ 59.946;19/11/2016;17/11/2016;CP03;AA01;;;10002807
4500002808;COM3;12/9/2017;1007;CEN2;1000003;COMP04;3327;$ 784.970;30/9/2017;22/10/2017;CP03;AA03;;;10002808
4500002809;COM3;5/5/2016;1002;CEN1;1000001;COMP01;2972;$ 771.963;12/5/2016;6/5/2016;CP01;AA02;;;10002809
4500002810;COM3;21/2/2016;1002;CEN2;1000002;COMP04;5234;$ 547.934;4/3/2016;6/3/2016;CP02;AA04;;;10002810
4500002811;COM1;12/11/2017;1000;CEN1;1000006;COMP03;812;$ 678.618;17/12/2017;14/12/2017;CP03;AA01;;;10002811
4500002812;COM2;19/6/2016;1002;CEN3;1000004;COMP01;2870;$ 762.954;;;CP01;AA03;;;10002812
4500002813;COM2;29/10/2016;1009;CEN3;1000005;COMP03;111;$ 130.334;5/12/2016;22/11/2016;CP02;AA02;;;10002813
4500002814;COM1;7/11/2016;1005;CEN3;1000005;COMP05;2334;$ 39.088;12/12/2016;17/12/2016;CP01;AA01;;;10002814
4500002815;COM2;7/11/2016;1008;CEN2;1000005;COMP02;2602;$ 707.385;12/11/2016;4/11/2016;CP01;AA02;;;10002815
